from,to
"Bacillus albus","Bacillus albus PFYN01"
"Halogeometricum borinquense","Halogeometricum borinquense wsp4"
"Nanohaloarchaea archaeon SG9","Nanohaloarchaea archaeon SG9"
"Helicobacter pylori","Helicobacter pylori B128 7.13"
"Escherichia coli","Escherichia coli AR_0118"
"Streptococcus agalactiae","Streptococcus agalactiae YZ1605"
"Mannheimia haemolytica","Mannheimia haemolytica 6055"
"Pradoshia sp. D12","Pradoshia sp. D12"
"Lactobacillus helveticus","Lactobacillus helveticus CNRZ32"
"Dehalogenimonas sp. WBC-2","Dehalogenimonas sp. WBC-2"
"Elizabethkingia bruuniana","Elizabethkingia bruuniana ATCC 33958"
"Corynebacterium diphtheriae","Corynebacterium diphtheriae NCTC11397"
"Treponema sp. OMZ 804","Treponema sp. OMZ 804"
"Hyphomonas sp. KY3","Hyphomonas sp. KY3"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093538"
"Campylobacter jejuni","Campylobacter jejuni CJ677CC537"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Paratyphi A CMCC 50973"
"Buchnera aphidicola","Buchnera aphidicola (Macrosiphum gaurae) Mga"
"Streptococcus pyogenes","Streptococcus pyogenes MGAS28533"
"Citrobacter freundii","Citrobacter freundii CitB"
"Staphylococcus aureus","Staphylococcus aureus ST20130941"
"Mycoplasma feriruminatoris","Mycoplasma feriruminatoris 14/OD_0535"
"Staphylococcus aureus","Staphylococcus aureus MOK063"
"Thioflavicoccus mobilis","Thioflavicoccus mobilis 8321"
"Vibrio fluvialis","Vibrio fluvialis Colony36"
"Acetobacter pasteurianus","Acetobacter pasteurianus dm"
"Bacillus velezensis","Bacillus velezensis SRCM102741"
"Jeongeupia sp. HS-3","Jeongeupia sp. HS-3"
"Enterococcus faecium","Enterococcus faecium BP5067"
"Pseudomonas monteilii","Pseudomonas monteilii FDAARGOS_171"
"Chlamydia pecorum","Chlamydia pecorum E58"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa WCHPA075019"
"Lactobacillus gasseri","Lactobacillus gasseri 4M13"
"Klebsiella pneumoniae","Klebsiella pneumoniae 30660/NJST258_1"
"Staphylococcus aureus","Staphylococcus aureus M313"
"Bacillus cereus","Bacillus cereus JHU"
"Lachnospiraceae bacterium NSJ-4","Lachnospiraceae bacterium NSJ-4"
"Faecalibacterium prausnitzii","Faecalibacterium prausnitzii Indica"
"Staphylococcus aureus","Staphylococcus aureus O103"
"Neisseria musculi","Neisseria musculi NW831"
"Streptococcus agalactiae","Streptococcus agalactiae SGEHI2015-95"
"Shigella flexneri","Shigella flexneri 113"
"Agrobacterium rhizogenes","Agrobacterium rhizogenes LBA9402"
"Legionella pneumophila","Legionella pneumophila C9_S"
"Mycoplasma dispar","Mycoplasma dispar ATCC 27140"
"Synechococcus sp. WH 8103","Synechococcus sp. WH 8103"
"Staphylococcus aureus","Staphylococcus aureus 28"
"Bordetella pertussis","Bordetella pertussis I480"
"Haemophilus influenzae","Haemophilus influenzae P662-7189"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034"
"Campylobacter coli","Campylobacter coli CVM N29710"
"Geobacillus kaustophilus","Geobacillus kaustophilus HTA426"
"Escherichia coli","Escherichia coli SCU-301"
"Aliivibrio salmonicida","Aliivibrio salmonicida VS224"
"Chryseobacterium sp. cx-624","Chryseobacterium sp. cx-624"
"[Bacillus] caldolyticus","[Bacillus] caldolyticus NEB414"
"Lactococcus cremoris","Lactococcus cremoris JM3"
"Staphylococcus aureus","Staphylococcus aureus RIVM6519"
"Apilactobacillus bombintestini","Apilactobacillus bombintestini BHWM-4"
"Candidatus Nitrosopelagicus brevis","Candidatus Nitrosopelagicus brevis"
"Staphylococcus epidermidis","Staphylococcus epidermidis HD75-1"
"Streptococcus mutans","Streptococcus mutans 27-3"
"Flavobacterium gilvum","Flavobacterium gilvum EM1308"
"Mycobacteroides abscessus","Mycobacteroides abscessus subsp. bolletii F1725"
"Phocaeicola salanitronis","Phocaeicola salanitronis DSM 18170"
"Shigella flexneri","Shigella flexneri FDAARGOS_689"
"Carnobacteriaceae bacterium zg84","Carnobacteriaceae bacterium zg84"
"Enterococcus faecium","Enterococcus faecium 64/3"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae CFBP1952"
"Bifidobacterium animalis","Bifidobacterium animalis subsp. lactis DSM 10140"
"Escherichia coli","Escherichia coli UMNK88"
"Mycoplasma pneumoniae","Mycoplasma pneumoniae 16-710"
"Vibrio anguillarum","Vibrio anguillarum VA1"
"Xylella fastidiosa","Xylella fastidiosa subsp. multiplex RH1"
"Paraburkholderia caribensis","Paraburkholderia caribensis MWAP64"
"Proteus mirabilis","Proteus mirabilis SCBX1.1"
"Methanobrevibacter sp. YE315","Methanobrevibacter sp. YE315"
"Phaeobacter piscinae","Phaeobacter piscinae P14"
"Burkholderia thailandensis","Burkholderia thailandensis FDAARGOS_242"
"Edwardsiella tarda","Edwardsiella tarda KC-Pc-HB1"
"Pseudoalteromonas sp. NC201","Pseudoalteromonas sp. NC201"
"Citrobacter sp. TSA-1","Citrobacter sp. TSA-1"
"Enterococcus faecium","Enterococcus faecium UAMSEF_09"
"Xanthomonas citri","Xanthomonas citri pv. mangiferaeindicae XC01"
"Streptococcus equinus","Streptococcus equinus NCTC10389"
"Aeromonas hydrophila","Aeromonas hydrophila YL17"
"Aeromonas veronii","Aeromonas veronii WP2-S18-CRE-03"
"Salmonella enterica","Salmonella enterica FDAARGOS_688"
"Escherichia coli","Escherichia coli RM14715"
"Chlorobium phaeovibrioides","Chlorobium phaeovibrioides DSM 265"
"Helicobacter pylori","Helicobacter pylori GCT 43"
"[Haemophilus] ducreyi","[Haemophilus] ducreyi CLU4"
"Staphylococcus caprae","Staphylococcus caprae JMUB145"
"Desulfovibrio sulfodismutans","Desulfovibrio sulfodismutans DSM 3696"
"Escherichia coli","Escherichia coli AR_0151"
"Bacillus pumilus","Bacillus pumilus SH-B9"
"Klebsiella pneumoniae","Klebsiella pneumoniae KP65"
"Pseudomonas sp. MPC6","Pseudomonas sp. MPC6"
"Latilactobacillus sakei","Latilactobacillus sakei ZFM220"
"Xanthomonas euroxanthea","Xanthomonas euroxanthea CPBF 424"
"Streptococcus agalactiae","Streptococcus agalactiae GBS-M002"
"Arthrobacter citreus","Arthrobacter citreus NEB 577"
"Xylella taiwanensis","Xylella taiwanensis PLS235"
"Methylobacterium mesophilicum","Methylobacterium mesophilicum SR1.6/6"
"Phaeobacter inhibens","Phaeobacter inhibens P10"
"Helicobacter pylori","Helicobacter pylori SS1"
"Aromatoleum petrolei","Aromatoleum petrolei ToN1"
"Campylobacter jejuni","Campylobacter jejuni CJ677CC010"
"Aquipluma nitroreducens","Aquipluma nitroreducens MeG22"
"Armatimonadetes bacterium Uphvl-Ar1","Armatimonadetes bacterium Uphvl-Ar1"
"Acinetobacter baumannii","Acinetobacter baumannii KAB01"
"Mycobacteroides abscessus","Mycobacteroides abscessus 199"
"Escherichia coli","Escherichia coli 108"
"Lactobacillus acetotolerans","Lactobacillus acetotolerans LA749"
"Sphingobium sp. CAP-1","Sphingobium sp. CAP-1"
"Mycobacteroides abscessus","Mycobacteroides abscessus G141"
"Salinivibrio kushneri","Salinivibrio kushneri AL184"
"Streptococcus sp. FDAARGOS_521","Streptococcus sp. FDAARGOS_521"
"Achromobacter deleyi","Achromobacter deleyi FDAARGOS_1050"
"Spongiibacter sp. IMCC21906","Spongiibacter sp. IMCC21906"
"Campylobacter hepaticus","Campylobacter hepaticus USA52"
"Arcanobacterium haemolyticum","Arcanobacterium haemolyticum DSM 20595"
"Vibrio cholerae","Vibrio cholerae M66-2"
"Streptococcus pyogenes","Streptococcus pyogenes STAB14018"
"Rickettsia rickettsii","Rickettsia rickettsii str. Brazil"
"Desulfocapsa sulfexigens","Desulfocapsa sulfexigens DSM 10523"
"Escherichia coli","Escherichia coli 9000"
"Lactobacillus sp. 3B(2020)","Lactobacillus sp. 3B(2020)"
"Sphingomonas paucimobilis","Sphingomonas paucimobilis ZJSH1"
"Neisseria meningitidis","Neisseria meningitidis M12752"
"Caulobacter sp. FWC26","Caulobacter sp. FWC26"
"Pasteurella multocida","Pasteurella multocida subsp. septica NCTC11619"
"Escherichia coli","Escherichia coli EC1515"
"Legionella pneumophila","Legionella pneumophila L10-023"
"Francisella persica","Francisella persica ATCC VR-331"
"Chryseobacterium gleum","Chryseobacterium gleum FDAARGOS_1103"
"Pseudonocardia sp. EC080619-01","Pseudonocardia sp. EC080619-01"
"Paraburkholderia sp. PGU19","Paraburkholderia sp. PGU19"
"Streptococcus thermophilus","Streptococcus thermophilus ST106"
"Campylobacter jejuni","Campylobacter jejuni subsp. jejuni 81-176"
"Streptococcus mitis","Streptococcus mitis S022-V7-A3"
"Burkholderia pseudomallei","Burkholderia pseudomallei NCTC 13179"
"Gluconacetobacter diazotrophicus","Gluconacetobacter diazotrophicus PA1 5"
"Candidatus Methylopumilus universalis","Candidatus Methylopumilus universalis MMS-VB-103"
"Herbaspirillum rubrisubalbicans","Herbaspirillum rubrisubalbicans M1"
"Staphylococcus capitis","Staphylococcus capitis BN2"
"Rhodococcus sp. M8","Rhodococcus sp. M8"
"Acidipropionibacterium virtanenii","Acidipropionibacterium virtanenii JS278"
"Neisseria subflava","Neisseria subflava ATCC 49275"
"Candidatus Baumannia cicadellinicola","Candidatus Baumannia cicadellinicola BGSS"
"Salmonella enterica","Salmonella enterica subsp. salamae NCTC9930"
"Bordetella parapertussis","Bordetella parapertussis J221"
"Treponema pallidum","Treponema pallidum subsp. pertenue CDC-1"
"Macrococcus canis","Macrococcus canis Epi0076A"
"Dinoroseobacter shibae","Dinoroseobacter shibae DFL 12 = DSM 16493"
"Acidobacterium sp. 4Y35","Acidobacterium sp. 4Y35"
"Acinetobacter baumannii","Acinetobacter baumannii Ab4568"
"Moraxella osloensis","Moraxella osloensis KMC41"
"Neisseria gonorrhoeae","Neisseria gonorrhoeae WHO P"
"Bordetella bronchiseptica","Bordetella bronchiseptica KM22"
"Alicyclobacillus ferrooxydans","Alicyclobacillus ferrooxydans ALEF1"
"Burkholderia thailandensis","Burkholderia thailandensis MSMB121"
"Piscirickettsia salmonis","Piscirickettsia salmonis PM23019A"
"Salmonella enterica","Salmonella enterica subsp. diarizonae serovar 47:k:z35 2015K-1072"
"Streptococcus equi","Streptococcus equi subsp. zooepidemicus NCTC6180"
"Streptococcus suis","Streptococcus suis 0061"
"Burkholderia lata","Burkholderia lata A05"
"Staphylococcus sp. M0911","Staphylococcus sp. M0911"
"Erwinia rhapontici","Erwinia rhapontici MAFF 311155"
"Massilia timonae","Massilia timonae CCUG 43427"
"Streptomyces sp. WAC 06738","Streptomyces sp. WAC 06738"
"Escherichia coli","Escherichia coli LD93-1"
"Acidovorax citrulli","Acidovorax citrulli KACC17005"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa FRD1"
"Bifidobacterium longum","Bifidobacterium longum K5"
"Aeromonas caviae","Aeromonas caviae WP8-S17-ESBL-03"
"Corynebacterium diphtheriae","Corynebacterium diphtheriae"
"Klebsiella pneumoniae","Klebsiella pneumoniae Bckp206"
"Vibrio parahaemolyticus","Vibrio parahaemolyticus 81TDH2"
"Alteromonas naphthalenivorans","Alteromonas naphthalenivorans"
"Buchnera aphidicola","Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)"
"Helicobacter pylori","Helicobacter pylori 7.13_R3a"
"Clostridium pasteurianum","Clostridium pasteurianum BC1"
"Paludisphaera borealis","Paludisphaera borealis PX4"
"Escherichia coli","Escherichia coli O25b:H4-ST131 EC958"
"Jejubacter calystegiae","Jejubacter calystegiae KSNA2"
"Oenococcus oeni","Oenococcus oeni 19"
"Campylobacter jejuni","Campylobacter jejuni 2016-IZSVE-19-111250"
"Brucella abortus","Brucella abortus BER"
"Levilactobacillus brevis","Levilactobacillus brevis SRCM101174"
"Methylotuvimicrobium buryatense","Methylotuvimicrobium buryatense 5GB1C"
"Nocardia cyriacigeorgica","Nocardia cyriacigeorgica GUH-2"
"Yersinia enterocolitica","Yersinia enterocolitica YE6"
"Paenibacillus donghaensis","Paenibacillus donghaensis KCTC 13049"
"Arcobacter suis","Arcobacter suis CECT 7833"
"Pantoea ananatis","Pantoea ananatis LMG 20103"
"Corynebacterium falsenii","Corynebacterium falsenii DSM 44353 BL 8171"
"Tetrasphaera sp. HKS02","Tetrasphaera sp. HKS02"
"Klebsiella pneumoniae","Klebsiella pneumoniae isolate CNR48"
"Streptococcus sp. LPB0220","Streptococcus sp. LPB0220"
"Paraburkholderia graminis","Paraburkholderia graminis PHS1"
"Bacillus subtilis","Bacillus subtilis T30"
"Treponema rectale","Treponema rectale CHPA"
"Brevundimonas sp. SGAir0440","Brevundimonas sp. SGAir0440"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar London CVM 35153"
"Mycobacteroides abscessus","Mycobacteroides abscessus subsp. abscessus GD69A"
"Nostoc sp. PCC 7524","Nostoc sp. PCC 7524"
"Enterococcus faecalis","Enterococcus faecalis HA-1"
"Escherichia coli","Escherichia coli SMN197SH3"
"Shigella flexneri","Shigella flexneri FDAARGOS_535"
"Acinetobacter variabilis","Acinetobacter variabilis RYU24"
"Serratia marcescens","Serratia marcescens EL1"
"Streptococcus pyogenes","Streptococcus pyogenes MGAS2221"
"Loigolactobacillus backii","Loigolactobacillus backii TMW 1.2002"
"Erysipelothrix rhusiopathiae","Erysipelothrix rhusiopathiae NCTC8163"
"[Haemophilus] ducreyi","[Haemophilus] ducreyi VAN2"
"Mannheimia haemolytica","Mannheimia haemolytica D174"
"Haemophilus influenzae","Haemophilus influenzae P652-8881"
"Fusobacterium varium","Fusobacterium varium NCTC10560"
"Nitratiruptor sp. YY08-13","Nitratiruptor sp. YY08-13"
"Geodermatophilaceae bacterium NBWT11","Geodermatophilaceae bacterium NBWT11"
"Listeria ivanovii","Listeria ivanovii subsp. londoniensis WSLC 30167"
"Burkholderia multivorans","Burkholderia multivorans FDAARGOS_246"
"Pseudomonas arsenicoxydans","Pseudomonas arsenicoxydans ACM1"
"Candidatus Methylopumilus universalis","Candidatus Methylopumilus universalis MMS-RVI-51"
"Vibrio cholerae","Vibrio cholerae O1 biovar El Tor str. N16961"
"Klebsiella quasipneumoniae","Klebsiella quasipneumoniae Pinhead Larry"
"Dickeya solani","Dickeya solani IPO2019"
"Escherichia coli","Escherichia coli J53"
"Escherichia coli","Escherichia coli O121 FDA858783-1-52"
"Serratia plymuthica","Serratia plymuthica S13"
"[Haemophilus] ducreyi","[Haemophilus] ducreyi GU7"
"Bordetella parapertussis","Bordetella parapertussis H580"
"Klebsiella quasipneumoniae","Klebsiella quasipneumoniae B25110"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum DSM 571"
"Yersinia pestis","Yersinia pestis D182038"
"Ligilactobacillus salivarius","Lactobacillus salivarius UCC118"
"Klebsiella pneumoniae","Klebsiella pneumoniae E16KP0288"
"Xanthomonas citri","Xanthomonas citri pv. citri AW14"
"Klebsiella pneumoniae","Klebsiella pneumoniae W14"
"Pelobacter propionicus","Pelobacter propionicus DSM 2379"
"Pectobacterium odoriferum","Pectobacterium odoriferum BC S7"
"Phaeobacter sp. LSS9","Phaeobacter sp. LSS9"
"Listeria innocua","Listeria innocua CFSAN044836"
"Helicobacter pylori","Helicobacter pylori oki673"
"Enterococcus faecium","Enterococcus faecium ISMMS_VRE_1"
"Serratia fonticola","Serratia fonticola Biosolid 3"
"Campylobacter jejuni","Campylobacter jejuni CJ677CC528"
"Enterobacter hormaechei","Enterobacter hormaechei L51"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa FDAARGOS_1041"
"Vibrio cholerae","Vibrio cholerae SP7G"
"Exiguobacterium sibiricum","Exiguobacterium sibiricum 255-15"
"Thermococcus gorgonarius","Thermococcus gorgonarius W-12"
"Pectobacterium brasiliense","Pectobacterium brasiliense IPO:4071 NAK:240"
"Wolbachia pipientis","Wolbachia pipientis FL2016"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae ICMP3125"
"Klebsiella pneumoniae","Klebsiella pneumoniae KPNIH49"
"Escherichia coli","Escherichia coli O157:H7 SS TX 313-1"
"Clostridiales bacterium","Clostridiales bacterium MT110"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa NCTC13715"
"Beijerinckiaceae bacterium RH AL1","Beijerinckiaceae bacterium RH AL1"
"Undibacterium piscinae","Undibacterium piscinae S11R28"
"Candidatus Liberibacter asiaticus","Candidatus Liberibacter asiaticus JXGC"
"Escherichia coli","Escherichia coli O157:H7 FRIK944"
"Nocardia seriolae","Nocardia seriolae EM150506"
"Streptomyces alboflavus","Streptomyces alboflavus MDJK44"
"Salmonella enterica","Salmonella enterica subsp. houtenae serovar Houten NCTC10401"
"Sphingobacterium spiritivorum","Sphingobacterium spiritivorum FDAARGOS_1145"
"Lysinibacillus sphaericus","Lysinibacillus sphaericus KellenQ"
"Dietzia sp. DQ12-45-1b","Dietzia sp. DQ12-45-1b"
"Pseudomonas fluorescens","Pseudomonas fluorescens L228"
"Streptococcus agalactiae","Streptococcus agalactiae 01173"
"Bacillus tropicus","Bacillus tropicus FDAARGOS_782"
"Pseudarthrobacter phenanthrenivorans","Pseudarthrobacter phenanthrenivorans Sphe3"
"Methyloversatilis sp. RAC08","Methyloversatilis sp. RAC08"
"Acinetobacter baumannii","Acinetobacter baumannii C25"
"Mycolicibacterium parafortuitum","Mycolicibacterium parafortuitum JCM 6367"
"Clostridioides difficile","Clostridioides difficile R2"
"Streptococcus dysgalactiae","Streptococcus dysgalactiae subsp. equisimilis RE378"
"Rhodobacteraceae bacterium","Rhodobacteraceae bacterium La 6"
"Escherichia coli","Escherichia coli O157:H7 ECP17-46"
"Pseudomonas stutzeri","Pseudomonas stutzeri NCTC10450"
"Stenotrophomonas sp. ZAC14D1_NAIMI4_6","Stenotrophomonas sp. ZAC14D1_NAIMI4_6"
"Marinobacter sp. Arc7-DN-1","Marinobacter sp. Arc7-DN-1"
"Buttiauxella sp. 3AFRM03","Buttiauxella sp. 3AFRM03"
"Listeria monocytogenes","Listeria monocytogenes FSL F6-0367"
"Citrobacter sp. RHBSTW-00848","Citrobacter sp. RHBSTW-00848"
"Streptococcus pyogenes","Streptococcus pyogenes NCTC10085"
"Klebsiella pneumoniae","Klebsiella pneumoniae LS357"
"Escherichia coli","Escherichia coli U13A"
"Escherichia coli","Escherichia coli HS"
"Streptococcus pyogenes","Streptococcus pyogenes NCTC4001"
"Vibrio anguillarum","Vibrio anguillarum M3"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae ScYc-b"
"Pseudomonas bijieensis","Pseudomonas bijieensis L22-9"
"Gemella sp. ND 6198","Gemella sp. ND 6198"
"Citrobacter freundii","Citrobacter freundii UMH15"
"Escherichia coli","Escherichia coli NEBExpress"
"Escherichia coli","Escherichia coli AR_0006"
"Bradyrhizobium sp. LCT2","Bradyrhizobium sp. LCT2"
"Staphylococcus aureus","Staphylococcus aureus NCTC7485"
"Bordetella parapertussis","Bordetella parapertussis J293"
"Klebsiella pneumoniae","Klebsiella pneumoniae F93-2"
"Escherichia coli","Escherichia coli AR_0128"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120697"
"Vibrio parahaemolyticus","Vibrio parahaemolyticus TJA114"
"Xenorhabdus nematophila","Xenorhabdus nematophila AN6/1"
"Aeromonas hydrophila","Aeromonas hydrophila WP8-S18-ESBL-02"
"Synechococcus sp. WH 8102","Synechococcus sp. WH 8102"
"Klebsiella oxytoca","Klebsiella oxytoca NCTC9146"
"Leptospira biflexa","Leptospira biflexa serovar Patoc strain Patoc 1 (Paris)"
"Waddlia chondrophila","Waddlia chondrophila 2032/99"
"Mycobacterium tuberculosis","Mycobacterium tuberculosis BT2"
"Bordetella pertussis","Bordetella pertussis VA-190"
"Enterobacter hormaechei","Enterobacter hormaechei WCHEH020038"
"Enterobacter ludwigii","Enterobacter ludwigii I140"
"Streptomyces globosus","Streptomyces globosus LZH-48"
"Klebsiella variicola","Klebsiella variicola At-22"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae PXO71"
"Klebsiella pneumoniae","Klebsiella pneumoniae KPC160121"
"Erythrobacter aureus","Erythrobacter aureus YH-07"
"Klebsiella pneumoniae","Klebsiella pneumoniae TH1"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae CFBP1949"
"Chlamydia trachomatis","Chlamydia trachomatis J/31-98"
"Flavobacterium columnare","Flavobacterium columnare B185R"
"Staphylococcus aureus","Staphylococcus aureus ST20130940"
"endosymbiont 'TC1' of Trimyema compressum","endosymbiont TC1 of Trimyema compressum"
"Bacillus cereus","Bacillus cereus SGAir0263"
"Pseudomonas mandelii","Pseudomonas mandelii LMG 21607"
"Fluviibacter phosphoraccumulans","Fluviibacter phosphoraccumulans SHINM1"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens Y2"
"Proteus mirabilis","Proteus mirabilis S1959"
"Candidatus Planktophila limnetica","Candidatus Planktophila limnetica"
"Brucella melitensis","Brucella melitensis BmWS93"
"Bifidobacterium animalis","Bifidobacterium animalis subsp. lactis AD011"
"Bacillus anthracis","Bacillus anthracis str. Sterne"
"Shigella flexneri","Shigella flexneri 2003036"
"Cystobacter fuscus","Cystobacter fuscus DSM 52655"
"Mycobacterium avium","Mycobacterium avium subsp. paratuberculosis FDAARGOS_305"
"Brucella abortus","Brucella abortus 3196"
"Streptococcus pneumoniae","Streptococcus pneumoniae PZ900701590"
"Oscillibacter sp. MM50","Oscillibacter sp. MM50"
"Enterobacter hormaechei","Enterobacter hormaechei subsp. hoffmannii OIPH-N069"
"Chlamydia psittaci","Chlamydia psittaci 08DC60"
"Acinetobacter baumannii","Acinetobacter baumannii AB031"
"Histophilus somni","Histophilus somni UOC-KLM-ATR-013"
"Staphylococcus agnetis","Staphylococcus agnetis 12B"
"Staphylococcus aureus","Staphylococcus aureus 16445"
"Allokutzneria albata","Allokutzneria albata DSM 44149"
"Pandoraea thiooxydans","Pandoraea thiooxydans ATSB16"
"Candidatus Tenderia electrophaga","Candidatus Tenderia electrophaga NRL1"
"Cutibacterium acnes","Cutibacterium acnes subsp. acnes NBRC 107605"
"Hyphomicrobium nitrativorans","Hyphomicrobium nitrativorans NL23"
"Mycoplasma gallisepticum","Mycoplasma gallisepticum NY01_2001.047-5-1P"
"Klebsiella pneumoniae","Klebsiella pneumoniae ATCC 35657"
"Oleiphilus messinensis","Oleiphilus messinensis ME102"
"Escherichia coli","Escherichia coli NEB5-alpha_F'Iq"
"Mycoplasma californicum","Mycoplasma californicum NCTC10189"
"Bacillus thuringiensis","Bacillus thuringiensis serovar finitimus YBT-020"
"Methylorubrum extorquens","Methylorubrum extorquens PSBB040"
"Paenibacillus polymyxa","Paenibacillus polymyxa J"
"Mycoplasma bovis","Mycoplasma bovis MJ4"
"Escherichia albertii","Escherichia albertii CB9786"
"Stygiolobus azoricus","Stygiolobus azoricus FC6"
"Mycoplasma bovigenitalium","Mycoplasma bovigenitalium NCTC10122"
"Limosilactobacillus reuteri","Limosilactobacillus reuteri SKKU-OGDONS-01"
"Burkholderia thailandensis","Burkholderia thailandensis E264"
"Geobacillus sp. Y412MC52","Geobacillus sp. Y412MC52"
"Klebsiella oxytoca","Klebsiella oxytoca KONIH1"
"Enterobacter cloacae complex sp. ECNIH7","Enterobacter cloacae complex sp. ECNIH7"
"Escherichia coli","Escherichia coli O157:H7 str. TW14359"
"Mycobacterium kansasii","Mycobacterium kansasii 1MK"
"Rothia mucilaginosa","Rothia mucilaginosa DY-18"
"Bacillus subtilis","Bacillus subtilis SRCM103571"
"Planctomycetes bacterium FF011L","Planctomycetes bacterium FF011L"
"Planctomycetes bacterium Pan189","Planctomycetes bacterium Pan189"
"Campylobacter jejuni","Campylobacter jejuni 12567"
"Brochothrix thermosphacta","Brochothrix thermosphacta BII"
"Escherichia coli","Escherichia coli 1916D6"
"Bradyrhizobium sp. 6(2017)","Bradyrhizobium sp. 6(2017) 1S3"
"Mycoplasma anserisalpingitidis","Mycoplasma anserisalpingitidis ATCC:BAA-2147"
"Pseudomonas antarctica","Pseudomonas antarctica BS2772"
"Trueperella pyogenes","Trueperella pyogenes Arash114"
"Saccharolobus solfataricus","Saccharolobus solfataricus SARC-H"
"Streptomyces niveus","Streptomyces niveus SCSIO 3406"
"Vibrio anguillarum","Vibrio anguillarum NB10"
