from,to
"Fulvivirga sp. S481","Fulvivirga sp. S481"
"Pontibacter actiniarum","Pontibacter actiniarum DSM 19842"
"Apibacter sp. B3706","Apibacter sp. B3706"
"Phocaeicola dorei","Phocaeicola dorei JR02"
"Flavobacterium sp. HYN0086","Flavobacterium sp. HYN0086"
"Prevotella melaninogenica","Prevotella melaninogenica FDAARGOS_306"
"Nonlabens sp. MB-3u-79","Nonlabens sp. MB-3u-79"
"Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron F9-2"
"Tannerella forsythia","Tannerella forsythia 3313"
"Phocaeicola vulgatus","Phocaeicola vulgatus VIC01"
"Flammeovirga sp. MY04","Flammeovirga sp. MY04"
"Phocaeicola vulgatus","Phocaeicola vulgatus mpk"
"Chryseobacterium manosquense","Chryseobacterium manosquense Marseille-Q2069"
"Flavobacterium columnare","Flavobacterium columnare F2R66"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-S9"
"Flavobacterium columnare","Flavobacterium columnare F9R56"
"Porphyromonas gingivalis","Porphyromonas gingivalis AJW4"
"Capnocytophaga sp. oral taxon 902","Capnocytophaga sp. oral taxon 902 W10638"
"Mucilaginibacter xinganensis","Mucilaginibacter xinganensis BJC16-A31"
"Formosa sp. Hel3_A1_48","Formosa sp. Hel3_A1_48"
"Echinicola sp. LN3S3","Echinicola sp. LN3S3"
"Arcticibacterium luteifluviistationis","Arcticibacterium luteifluviistationis SM1504"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus H3936"
"Kordia antarctica","Kordia antarctica IMCC3317"
"Aequorivita sp. KX20305","Aequorivita sp. KX20305"
"Leadbetterella byssophila","Leadbetterella byssophila DSM 17132"
"Prevotella intermedia","Prevotella intermedia KCOM 2838"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1142"
"Bacteroides sp. CBA7301","Bacteroides sp. CBA7301"
"Flavobacterium columnare","Flavobacterium columnare F2R64"
"Rhodothermus marinus","Rhodothermus marinus AA2-13"
"Chryseobacterium sp. IHB B 17019","Chryseobacterium sp. IHB B 17019"
"Formosa sp. Hel1_31_208","Formosa sp. Hel1_31_208"
"Duncaniella sp. C9","Duncaniella sp. C9"
"Siansivirga zeaxanthinifaciens","Siansivirga zeaxanthinifaciens CC-SAMT-1"
"Capnocytophaga sputigena","Capnocytophaga sputigena D1179"
"Seonamhaeicola sp. S2-3","Seonamhaeicola sp. S2-3"
"Parabacteroides distasonis","Parabacteroides distasonis FDAARGOS_615"
"Bacteroides fragilis","Bacteroides fragilis DCMOUH0017B"
"Blattabacterium sp. DPU","Blattabacterium sp. DPU"
"Polaribacter sp. MED152","Polaribacter sp. MED152"
"Elizabethkingia anophelis","Elizabethkingia anophelis FDAARGOS_198"
"Elizabethkingia anophelis","Elizabethkingia anophelis JUNP 353"
"Sphingobacterium multivorum","Sphingobacterium multivorum BIGb0170"
"Flavobacterium sediminis","Flavobacterium sediminis MEBiC07310"
"Capnocytophaga ochracea","Capnocytophaga ochracea DSM 7271"
"Prevotella melaninogenica","Prevotella melaninogenica ATCC 25845"
"Cardinium endosymbiont of Encarsia pergandiella","Cardinium endosymbiont cEper1 of Encarsia pergandiella"
"Mucilaginibacter gossypii","Mucilaginibacter gossypii P4"
"Prevotella intermedia","Prevotella intermedia ATCC 25611 = DSM 20706"
"Flavobacterium sp. CLA17","Flavobacterium sp. CLA17"
"Elizabethkingia miricola","Elizabethkingia miricola BM10"
"Niabella soli","Niabella soli DSM 19437"
"Flavobacterium columnare","Flavobacterium columnare strain 94-081"
"Flavobacterium sp. 140616W15","Flavobacterium sp. 140616W15"
"Riemerella anatipestifer","Riemerella anatipestifer RCAD0392"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1143"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P2-0.5"
"Elizabethkingia anophelis","Elizabethkingia anophelis FDAARGOS_134"
"Alistipes sp. dk3624","Alistipes sp. dk3624"
"Rhodothermus marinus","Rhodothermus marinus AA3-38"
"Bacteroides ovatus","Bacteroides ovatus FDAARGOS_733"
"Chryseobacterium indoltheticum","Chryseobacterium indoltheticum POL15"
"Phnomibacter ginsenosidimutans","Flavihumibacter sp. SB-02"
"Blattabacterium sp. (Nauphoeta cinerea)","Blattabacterium sp. (Nauphoeta cinerea)"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-D10"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P2"
"Flavobacterium magnum","Flavobacterium magnum HYN0048"
"Mucilaginibacter gossypii","Mucilaginibacter gossypii P3"
"Dysgonomonas sp. HDW5B","Dysgonomonas sp. HDW5B"
"Nonlabens sp. MIC269","Nonlabens sp. MIC269"
"Anseongella ginsenosidimutans","Anseongella ginsenosidimutans Gsoil 524"
"Mucilaginibacter gotjawali","Mucilaginibacter gotjawali SA3-7"
"Polaribacter sp. KT25b","Polaribacter sp. KT25b"
"Bacteroides fragilis","Bacteroides fragilis DCMOUH0018B"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 141127-1/2N"
"Euzebyella marina","Euzebyella marina RN62"
"Tannerella sp. oral taxon HOT-286","Tannerella sp. oral taxon HOT-286 W11667"
"Elizabethkingia anophelis","Elizabethkingia anophelis SUE"
"Sphingobacterium sp. B29","Sphingobacterium sp. B29"
"Parabacteroides sp. CT06","Parabacteroides sp. CT06"
"Prevotella ruminicola","Prevotella ruminicola 23"
"Butyricimonas faecalis","Butyricimonas faecalis H184"
"Barnesiella viscericola","Barnesiella viscericola DSM 18177"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPCH6"
"Gramella sp. MAR_2010_102","Gramella sp. MAR_2010_102"
"Saprospira grandis","Saprospira grandis str. Lewin"
"Spirosoma taeanense","Spirosoma taeanense TS118"
"Flavobacterium columnare","Flavobacterium columnare FCO-F9"
"Chryseobacterium indologenes","Chryseobacterium indologenes FDAARGOS_537"
"Gramella forsetii","Gramella forsetii KT0803"
"Bacteroides fragilis","Bacteroides fragilis S14"
"Chitinophaga pinensis","Chitinophaga pinensis DSM 2588"
"Prolixibacteraceae bacterium WC007","Prolixibacteraceae bacterium WC007"
"Maribacter cobaltidurans","Maribacter cobaltidurans B1"
"Capnocytophaga sp. FDAARGOS_737","Capnocytophaga sp. FDAARGOS_737"
"Cytophaga hutchinsonii","Cytophaga hutchinsonii ATCC 33406"
"Chryseobacterium sp. G0201","Chryseobacterium sp. G0201"
"Flavobacterium columnare","Flavobacterium columnare F2R60"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum V4-28"
"Pedobacter sp. PACM 27299","Pedobacter sp. PACM 27299"
"Nonlabens spongiae","Nonlabens spongiae JCM 13191"
"Blattabacterium sp. (Blatta orientalis)","Blattabacterium sp. (Blatta orientalis) str. Tarazona"
"Myroides profundi","Myroides profundi D25"
"Salinibacter ruber","Salinibacter ruber M8"
"Hymenobacter nivis","Hymenobacter nivis NBRC 111535"
"Muribaculum gordoncarteri","Muribaculum gordoncarteri TLL-A4"
"Riemerella anatipestifer","Riemerella anatipestifer RA-CH-2"
"Flavobacteriaceae bacterium F202Z8","Flavobacteriaceae bacterium F202Z8"
"Porphyromonas gingivalis","Porphyromonas gingivalis HG66"
"Weeksella virosa","Weeksella virosa DSM 16922"
"Cellulophaga baltica","Cellulophaga baltica 18"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-G1"
"Galbibacter sp. BG1","Galbibacter sp. bg1"
"Elizabethkingia anophelis","Elizabethkingia anophelis CSID_3015183681"
"Adhaeribacter radiodurans","Adhaeribacter radiodurans KUDC8001"
"Phocaeicola dorei","Phocaeicola dorei isolate HS1_L3_B_079"
"Filimonas lacunae","Filimonas lacunae NBRC 104114"
"Dokdonia sp. 4H-3-7-5","Dokdonia sp. 4H-3-7-5"
"Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron DSM 2079"
"Empedobacter stercoris","Empedobacter stercoris ES183"
"Capnocytophaga stomatis","Capnocytophaga stomatis H2177"
"Chryseobacterium nakagawai","Chryseobacterium nakagawai NCTC13529"
"Hymenobacter sedentarius","Hymenobacter sedentarius DG5B"
"Alloprevotella sp. E39","Alloprevotella sp. E39"
"Flavobacterium branchiophilum","Flavobacterium branchiophilum FL-15"
"Flavobacterium columnare","Flavobacterium columnare F2R58"
"Prevotella dentalis","Prevotella dentalis DSM 3688"
"Olleya sp. Bg11-27","Olleya sp. Bg11-27"
"Flavobacteriaceae bacterium AU392","Flavobacteriaceae bacterium AU392"
"Sphingobacterium spiritivorum","Sphingobacterium spiritivorum FDAARGOS_1144"
"Bacteroides eggerthii","Bacteroides eggerthii FDAARGOS_1221"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus 7120"
"Cellulophaga lytica","Cellulophaga lytica HI1"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUmp"
"Winogradskyella sp. PC-19","Winogradskyella sp. PC-19"
"Aquimarina sp. TRL1","Aquimarina sp. TRL1"
"Pedobacter sp. SW-16","Pedobacter sp. SW-16"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 160401-1/5M"
"Haliscomenobacter hydrossis","Haliscomenobacter hydrossis DSM 1100"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus NCTC11921"
"Polaribacter sp. Hel1_33_78","Polaribacter sp. Hel1_33_78"
"Cyclobacterium amurskyense","Cyclobacterium amurskyense KCTC 12363"
"Riemerella anatipestifer","Riemerella anatipestifer HXb2"
"Prevotella intermedia","Prevotella intermedia 17"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F21"
"Prevotella intermedia","Prevotella intermedia OMA14"
"Hymenobacter russus","Hymenobacter russus BT18"
"Chryseobacterium sp. cx-624","Chryseobacterium sp. cx-624"
"Chryseobacterium taklimakanense","Chryseobacterium taklimakanense H4753"
"Chryseobacterium sp. SNU WT5","Chryseobacterium sp. SNU WT5"
"Rhodothermus marinus","Rhodothermus marinus SG0.5JP17-172"
"Flavobacterium columnare","Flavobacterium columnare B245"
"Spirosoma sp. PL0136","Spirosoma sp. PL0136"
"Arachidicoccus soli","Arachidicoccus soli KIS59-12"
"Cardinium endosymbiont of Sogatella furcifera","Cardinium endosymbiont of Sogatella furcifera cSfur"
"Prevotella intermedia","Prevotella intermedia 17-2"
"Flavobacterium indicum","Flavobacterium indicum GPTSA100-9 = DSM 17447"
"Lacinutrix venerupis","Lacinutrix venerupis DOK2-8"
"Riemerella anatipestifer","Riemerella anatipestifer RA-CH-1"
"Bacteroides fragilis","Bacteroides fragilis DCMSKEJBY0001B"
"Maribacter sp. MJ134","Maribacter sp. MJ134"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPG3"
"Bacteroidales bacterium CF","Bacteroidales bacterium CF"
"Mariniflexile sp. TRM1-10","Mariniflexile sp. TRM1-10"
"Flavobacterium columnare","Flavobacterium columnare F9R64"
"Bergeyella cardium","Bergeyella cardium HPQL"
"Elizabethkingia meningoseptica","Elizabethkingia meningoseptica G4076"
"Flavobacterium columnare","Flavobacterium columnare F9S15"
"Fluviicola taffensis","Fluviicola taffensis DSM 16823"
"Flavivirga eckloniae","Flavivirga eckloniae ECD14"
"Polaribacter sp. SM13","Polaribacter sp. SM13"
"Phocaeicola vulgatus","Bacteroides vulgatus ATCC 8482"
"Chryseobacterium indoltheticum","Chryseobacterium indoltheticum G0211"
"Bacteroides fragilis","Bacteroides fragilis DK1985"
"Dysgonomonadaceae bacterium zrk40","Dysgonomonadaceae bacterium zrk40"
"Prevotella intermedia","Prevotella intermedia KCOM 2734"
"Chryseobacterium bernardetii","Chryseobacterium bernardetii H4638"
"Petrimonas mucosa","Petrimonas mucosa DSM 28695"
"Tannerella forsythia","Tannerella forsythia KS16"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-S10"
"Chryseobacterium sp. NEB161","Chryseobacterium sp. NEB161"
"Gramella fulva","Gramella fulva SH35"
"Cellulophaga baltica","Cellulophaga baltica NN016038"
"Spirosoma montaniterrae","Spirosoma montaniterrae DY10"
"Flavobacterium columnare","Flavobacterium columnare F9R78"
"Dokdonia sp. MED134","Dokdonia sp. MED134"
"Hymenobacter sp. DG25A","Hymenobacter sp. DG25A"
"Tannerella sp. oral taxon HOT-286","Tannerella sp. oral taxon HOT-286 W11666"
"Alistipes communis","Alistipes communis 5CBH24"
"Riemerella anatipestifer","Riemerella anatipestifer CH3"
"Winogradskyella sp. RHA_55","Winogradskyella sp. RHA_55"
"Chryseobacterium lactis","Chryseobacterium lactis KC_1864"
"Aequorivita sp. H23M31","Aequorivita sp. H23M31"
"Winogradskyella sp. J14-2","Winogradskyella sp. J14-2"
"Apibacter sp. B2966","Apibacter sp. B2966"
"Candidatus Uzinura diaspidicola","Candidatus Uzinura diaspidicola str. ASNER"
"Kaistella jeonii","Kaistella jeonii NCTC13459"
"Prevotella denticola","Prevotella denticola F0289"
"Chryseobacterium sp. 3008163","Chryseobacterium sp. 3008163"
"Wenyingzhuangia fucanilytica","Wenyingzhuangia fucanilytica CZ1127"
"Capnocytophaga sp. oral taxon 878","Capnocytophaga sp. oral taxon 878 F0545"
"Chryseobacterium arthrosphaerae","Chryseobacterium arthrosphaerae FDAARGOS_519"
"Salinibacter ruber","Salinibacter ruber DSM 13855"
"Gramella flava","Gramella flava JLT2011"
"Psychroserpens sp. NJDZ02","Psychroserpens sp. NJDZ02"
"Chryseobacterium nakagawai","Chryseobacterium nakagawai G0041"
"Tenacibaculum jejuense","Tenacibaculum jejuense KCTC 22618"
"Chryseobacterium sp. G0162","Chryseobacterium sp. G0162"
"Dyadobacter fermentans","Dyadobacter fermentans DSM 18053"
"Parabacteroides distasonis","Parabacteroides distasonis FDAARGOS_1234"
"Lacinutrix sp. WUR7","Lacinutrix sp. WUR7"
"Phocaeicola dorei","Phocaeicola dorei JR03"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum K9/00"
"Candidatus Fluviicola riflensis","Candidatus Fluviicola riflensis"
"Sphingobacterium thalpophilum","Sphingobacterium thalpophilum NCTC11429"
"Capnocytophaga sp. oral taxon 864","Capnocytophaga sp. oral taxon 864 F0512"
"Capnocytophaga sp. ChDC OS43","Capnocytophaga sp. ChDC OS43"
"Parabacteroides distasonis","Parabacteroides distasonis CBBP"
"Candidatus Azobacteroides pseudotrichonymphae","Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2"
"Spirosoma sp. KCTC 42546","Spirosoma sp. KCTC 42546"
"Aquimarina sp. AD10","Aquimarina sp. AD10"
"Sphingobacterium sp. PM2-P1-29","Sphingobacterium sp. PM2-P1-29"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2798"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 5"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUmc"
"Panacibacter ginsenosidivorans","Panacibacter ginsenosidivorans Gsoil1550"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2799"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2796"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2802"
"Kaistella flava (ex Peng et al. 2021)","Kaistella flava 7-3A"
"Flavobacterium columnare","Flavobacterium columnare F2S4"
"Elizabethkingia anophelis","Elizabethkingia anophelis FDAARGOS_132"
"Flavobacterium sp. BB8","Flavobacterium sp. BB8"
"Petrimonas sp. IBARAKI","Petrimonas sp. IBARAKI"
"Chryseobacterium taklimakanense","Chryseobacterium taklimakanense F9257"
"Sphingobacterium siyangense","Sphingobacterium siyangense PDNC006"
"Owenweeksia hongkongensis","Owenweeksia hongkongensis DSM 17368"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P2-4"
"Marivirga tractuosa","Marivirga tractuosa DSM 4126"
"Flavobacterium johnsoniae","Flavobacterium johnsoniae GSE09"
"Aquiflexum balticum","Aquiflexum balticum DSM 16537"
"Bacteroides uniformis","Bacteroides uniformis NBRC 113350"
"Belliella baltica","Belliella baltica DSM 15883"
"Bacteroides caccae","Bacteroides caccae FDAARGOS_1097"
"Flavobacterium columnare","Flavobacterium columnare B185R"
"Flavobacterium columnare","Flavobacterium columnare F2R67"
"Chryseobacterium indologenes","Chryseobacterium indologenes FDAARGOS_648"
"Porphyromonas gingivalis","Porphyromonas gingivalis A7436"
"Chryseobacterium piperi","Chryseobacterium piperi ATCC BAA-1782"
"Sediminicola sp. YIK13","Sediminicola sp. YIK13"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1203"
"Chryseobacterium balustinum","Chryseobacterium balustinum KC_1863"
"Gramella salexigens","Gramella salexigens LPB0144"
"Pedobacter sp. PAMC26386","Pedobacter sp. PAMC26386"
"Prevotella enoeca","Prevotella enoeca F0113"
"Olivibacter sp. LS-1","Olivibacter sp. LS-1"
"Elizabethkingia meningoseptica","Elizabethkingia meningoseptica NCTC10016"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum Z1"
"Duncaniella sp. B8","Duncaniella sp. B8"
"Nonlabens sp. Ci31","Nonlabens sp. Ci31"
"Riemerella anatipestifer","Riemerella anatipestifer ATCC 11845 = DSM 15868"
"Polaribacter sp. BM10","Polaribacter sp. BM10"
"Chryseobacterium indologenes","Chryseobacterium indologenes 3012STDY6981895"
"Pukyongia salina","Aureitalea sp. RR4-38"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 010418-2/1"
"Flavobacterium columnare","Flavobacterium columnare B185"
"Phocaeicola dorei","Bacteroides dorei CL03T12C01"
"Zunongwangia profunda","Zunongwangia profunda SM-A87"
"Chryseobacterium sp. G0186","Chryseobacterium sp. G0186"
"Chryseobacterium carnipullorum","Chryseobacterium carnipullorum G0188"
"Croceibacter atlanticus","Croceibacter atlanticus HTCC2559"
"Chryseobacterium lactis","Chryseobacterium lactis G0197"
"Chryseobacterium indologenes","Chryseobacterium indologenes H5559"
"Bacteroides cellulosilyticus","Bacteroides cellulosilyticus WH2"
"Robiginitalea biformata","Robiginitalea biformata HTCC2501"
"Capnocytophaga haemolytica","Capnocytophaga haemolytica CCUG 32990"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum VQ50"
"Lacinutrix sp. 5H-3-7-4","Lacinutrix sp. 5H-3-7-4"
"Prevotella intermedia","Prevotella intermedia KCOM 1933"
"Tenacibaculum dicentrarchi","Tenacibaculum dicentrarchi AY7486TD"
"Capnocytophaga haemolytica","Capnocytophaga haemolytica NCTC12947"
"Sphingobacterium psychroaquaticum","Sphingobacterium psychroaquaticum SJ-25"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-S11B"
"Lacinutrix sp. Bg11-31","Lacinutrix sp. Bg11-31"
"Flavobacterium nackdongense","Flavobacterium nackdongense"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum OSU THCO2-90"
"Sphingobacterium spiritivorum","Sphingobacterium spiritivorum FDAARGOS_1146"
"Prevotella fusca","Prevotella fusca JCM 17724"
"Mucilaginibacter sp. 14171R-50","Mucilaginibacter sp. 14171R-50"
"Aquimarina sp. BL5","Aquimarina sp. BL5"
"Bacteroides ovatus","Bacteroides ovatus FDAARGOS_1235"
"Capnocytophaga cynodegmi","Capnocytophaga cynodegmi G7591"
"Bacteroides sp. PHL 2737","Bacteroides sp. PHL 2737"
"Chitinophaga caeni","Chitinophaga caeni"
"Marinirhabdus gelatinilytica","Marinirhabdus gelatinilytica RR4-40"
"Myroides odoratimimus","Myroides odoratimimus PR63039"
"Pedobacter sp. G11","Pedobacter sp. G11"
"Runella sp. HYN0085","Runella sp. HYN0085"
"Lacibacter sp. S13-6-6","Lacibacter sp. S13-6-6"
"Elizabethkingia anophelis","Elizabethkingia anophelis Ag1"
"Rhodothermus marinus","Rhodothermus marinus DSM 4252"
"Chryseobacterium gleum","Chryseobacterium gleum 110146"
"Pontibacter korlensis","Pontibacter korlensis X14-1T"
"Chitinophaga alhagiae","Chitinophaga alhagiae T22"
"Spirosoma sp. CJU-R4","Spirosoma sp. CJU-R4"
"Capnocytophaga sputigena","Capnocytophaga sputigena H4486"
"Alistipes dispar","Alistipes dispar 5CPEGH6"
"Odoribacter splanchnicus","Odoribacter splanchnicus DSM 20712"
"Spirosoma radiotolerans","Spirosoma radiotolerans DG5A"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum F164"
"Elizabethkingia anophelis","Elizabethkingia anophelis CSID_3015183678"
"Bacteroides xylanisolvens","Bacteroides xylanisolvens H207"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum P7-7B/10"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F30"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPG101"
"Flavobacterium pallidum","Flavobacterium pallidum HYN0049"
"Elizabethkingia anophelis","Elizabethkingia anophelis E6809"
"Tenuifilum thalassicum","Tenuifilum thalassicum 38-H"
"Prevotella intermedia","Prevotella intermedia KCOM 1949"
"Tenacibaculum maritimum","Tenacibaculum maritimum"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P1"
"Alistipes shahii","Alistipes shahii WAL 8301"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 950106-1/1"
"Hymenobacter sp. NBH84","Hymenobacter sp. NBH84"
"Flavobacterium columnare","Flavobacterium columnare F9R58"
"Muribaculum intestinale","Muribaculum intestinale YL27"
"Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron FDAARGOS_935"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F22"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUpc"
"Labilibaculum antarcticum","Labilibaculum antarcticum SPP2"
"Flavobacterium columnare","Flavobacterium columnare TC 1691"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum V2-20"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUbr"
"Sphingobacterium daejeonense","Sphingobacterium daejeonense NCTC13534"
"Elizabethkingia bruuniana","Elizabethkingia bruuniana G0146"
"Zobellia galactanivorans","Zobellia galactanivorans DsijT"
"Phocaeicola vulgatus","Phocaeicola vulgatus FDAARGOS_1099"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P2-22.5"
"Prevotella intermedia","Prevotella intermedia KCOM 2836"
"Gilvibacter sp. SZ-19","Gilvibacter sp. SZ-19"
"Elizabethkingia anophelis","Elizabethkingia anophelis FMS-007"
"Nonlabens sp. Hel1_33_55","Nonlabens sp. Hel1_33_55"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum V4-33"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus H5594"
"Flavobacterium columnare","Flavobacterium columnare F9R69"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum strain 950106-1/1"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUsv"
"Myroides odoratus","Myroides odoratus FDAARGOS_1131"
"Pseudobacter ginsenosidimutans","Pseudobacter ginsenosidimutans Gsoil 221"
"Sphingobacterium sp. ML3W","Sphingobacterium sp. ML3W"
"Pontibacter sp. SGAir0037","Pontibacter sp. SGAir0037"
"Chryseobacterium indologenes","Chryseobacterium indologenes 3125"
"Flammeovirgaceae bacterium 311","Flammeovirgaceae bacterium 311"
