from,to
"Dickeya","Dickeya poaceiphila"
"Oceanispirochaeta crateris","Oceanispirochaeta crateris K2"
"Vibrio anguillarum","Vibrio anguillarum A023"
"Streptococcus pluranimalium","Streptococcus pluranimalium 14A0014"
"Fusobacterium periodonticum","Fusobacterium periodonticum KCOM 1283"
"Marinobacter salarius","Marinobacter salarius HL2708#2"
"Brenneria nigrifluens","Brenneria nigrifluens ATCC 13028"
"Leuconostoc pseudomesenteroides","Leuconostoc pseudomesenteroides FDAARGOS_1004"
"Comamonadaceae","Serpentinomonas"
"Staphylococcus lugdunensis","Staphylococcus lugdunensis FDAARGOS_377"
"Enterobacter cloacae","Enterobacter cloacae 339389L"
"Blautia coccoides","Blautia coccoides YL58"
"Mycoplasmataceae","Mycoplasma"
"Klebsiella pneumoniae","Klebsiella pneumoniae NKU_Kleb8A7"
"Trueperaceae","Truepera"
"Budviciaceae","Limnobaculum"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094079"
"Alteromonas macleodii","Alteromonas macleodii str. Balearic Sea AD45"
"Bifidobacterium longum","Bifidobacterium longum subsp. longum JCM 7053"
"Escherichia coli","Escherichia coli CVM N18EC0432"
"Rhodocyclaceae","Azospira"
"Thiomicrorhabdus","Thiomicrorhabdus xiamenensis"
"Pirellulaceae","Aureliella"
"Dehalococcoides mccartyi","Dehalococcoides mccartyi CG5"
"Serratia marcescens","Serratia marcescens SCH909"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Typhimurium FORC_015"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120773"
"Akkermansia","Akkermansia muciniphila"
"Geodermatophilus obscurus","Geodermatophilus obscurus DSM 43160"
"Psychromonas","Psychromonas sp. CNPT3"
"Escherichia coli","Escherichia coli ST130"
"Leuconostoc mesenteroides","Leuconostoc mesenteroides SRCM102735"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa YT12746"
"Kluyvera","Kluyvera georgiana"
"Mycolicibacterium aurum","Mycolicibacterium aurum NCTC10437"
"Achromobacter","Achromobacter ruhlandii"
"Bordetella parapertussis","Bordetella parapertussis B144"
"Providencia stuartii","Providencia stuartii FDAARGOS_291"
"Rhodovulum sulfidophilum","Rhodovulum sulfidophilum SNK001"
"Mycoplasma capricolum","Mycoplasma capricolum subsp. capripneumoniae 033C1"
"Bacillus thuringiensis","Bacillus thuringiensis serovar israelensis AM65-52"
"Colwellia","Colwellia sp. Arc7-635"
"Streptococcus","Streptococcus ratti"
"Lysobacter enzymogenes","Lysobacter enzymogenes C3"
"Bifidobacterium animalis","Bifidobacterium animalis subsp. lactis IDCC4301"
"Bacillus thuringiensis","Bacillus thuringiensis L-7601"
"Exiguobacterium","Exiguobacterium sp. PBE"
"Tolypothrix tenuis","Tolypothrix tenuis PCC 7101 NIES-37"
"Edwardsiella anguillarum","Edwardsiella anguillarum ET080813"
"Arsenicicoccus sp. oral taxon 190","Arsenicicoccus sp. oral taxon 190 F0371"
"Bordetella pertussis","Bordetella pertussis VA-15"
"Streptococcus pneumoniae","Streptococcus pneumoniae 2245STDY5775666"
"Oligoflexia","Silvanigrellales"
"Streptococcus mutans","Streptococcus mutans S27-3"
"Escherichia coli","Escherichia coli pV11-19-E11-025-038"
"Saccharopolyspora","Saccharopolyspora sp. ASAGF58"
"Listeria monocytogenes","Listeria monocytogenes NE dc2014"
"Salmonella","Salmonella sp. SJTUF14154"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12"
"Bordetella holmesii","Bordetella holmesii F586"
"Piscirickettsia salmonis","Piscirickettsia salmonis Psal-103"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae JL28"
"Listeria monocytogenes","Listeria monocytogenes CFSAN007956"
"Staphylococcus schleiferi","Staphylococcus schleiferi TSCC54"
"Neisseria meningitidis","Neisseria meningitidis 13-600"
"Pseudomonas","Pseudomonas sp. HLS-6"
"Citrobacter freundii","Citrobacter freundii CRCB-101"
"Oceanospirillaceae","Marinobacterium"
"Listeria monocytogenes","Listeria monocytogenes J1816"
"Riemerella anatipestifer","Riemerella anatipestifer CH3"
"Stenotrophomonas maltophilia","Stenotrophomonas maltophilia AB550"
"Leptospira interrogans","Leptospira interrogans serovar Hardjo str. Norma"
"Mesorhizobium loti","Mesorhizobium loti R88b"
"Proteus vulgaris","Proteus vulgaris ZN3"
"Brucella melitensis","Brucella melitensis Rev.1 (passage 101)"
"Enterobacteriaceae","Raoultella"
"Serratia marcescens","Serratia marcescens BWH-35"
"Pasteurella multocida","Pasteurella multocida 3361"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1140"
"Escherichia coli","Escherichia coli NEB_Turbo"
"Bifidobacterium indicum","Bifidobacterium indicum LMG 11587 = DSM 20214"
"Cupriavidus necator","Cupriavidus necator NH9"
"Providencia rettgeri","Providencia rettgeri Res13-Sevr-LER2-35"
"Actinobacteria","Nitriliruptoria"
"Enterococcus hirae","Enterococcus hirae CQP3-9"
"Corynebacterium","Corynebacterium bovis"
"Syntrophobacterales","Syntrophobacteraceae"
"Mycolicibacterium vanbaalenii","Mycolicibacterium vanbaalenii PYR-1"
"Pectobacterium parmentieri","Pectobacterium parmentieri RNS08.42.1A"
"Thermococcus","Thermococcus piezophilus"
"Thermodesulfobacteria","Thermodesulfobacteriales"
"Sporomusaceae","Pelosinus"
"Mycobacterium paraintracellulare","Mycobacterium paraintracellulare JCM 30622"
"Archaeoglobus","Archaeoglobus sulfaticallidus"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Heidelberg CVM 28322"
"Chitinimonas koreensis","Chitinimonas koreensis R2A43-10"
"Neisseria meningitidis","Neisseria meningitidis alpha14"
"Alteromonas","Alteromonas sp. RW2A1"
"Ralstonia solanacearum","Ralstonia solanacearum FJAT15244-F8"
"Clostridium drakei","Clostridium drakei SL1"
"Aeromonas caviae","Aeromonas caviae KAM329"
"Xanthomonas hortorum","Xanthomonas hortorum pv. vitians CFBP 498"
"Escherichia coli","Escherichia coli RIVM_C030453"
"Pseudomonas","Pseudomonas sp. R5-89-07"
"Altererythrobacter","Altererythrobacter atlanticus"
"Bacillus amyloliquefaciens","Bacillus amyloliquefaciens LFB112"
"Vibrio cholerae","Vibrio cholerae O1 biovar El Tor P27459"
"Elizabethkingia miricola","Elizabethkingia miricola EM798-26"
"Pseudomonas trivialis","Pseudomonas trivialis BS3111"
"Streptococcus pyogenes","Streptococcus pyogenes NCTC12052"
"Xanthomonas oryzae","Xanthomonas oryzae pv. oryzae MAI134"
"Bacillus subtilis","Bacillus subtilis SRCM103971"
"Agrobacterium","Agrobacterium sp. RAC06"
"Xanthomonas campestris","Xanthomonas campestris pv. campestris str. B100"
"Lactiplantibacillus pentosus","Lactiplantibacillus pentosus IG1"
"Mycoplasmopsis","Mycoplasma citelli"
"Mycoplasma capricolum","Mycoplasma capricolum subsp. capripneumoniae AMRC-C758"
"Natrarchaeobaculum sulfurireducens","Natrarchaeobaculum sulfurireducens AArc1"
"Lactococcus lactis","Lactococcus lactis subsp. lactis A12"
"Bacteroides ovatus","Bacteroides ovatus FDAARGOS_733"
"Alteromonadaceae","Catenovulum"
"Pseudomonas orientalis","Pseudomonas orientalis F9"
"Arthrobacter","Arthrobacter sp. YC-RL1"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034"
"Mycobacterium lacus","Mycobacterium lacus JCM 15657"
"Enterococcus faecium","Enterococcus faecium VB3338"
"Bacillus subtilis","Bacillus subtilis subsp. subtilis 2KL1"
"Streptococcus pyogenes","Streptococcus pyogenes NCTC8302"
"Xylella fastidiosa","Xylella fastidiosa subsp. multiplex BB08-1"
"Bacillales","Staphylococcaceae"
"Maridesulfovibrio","Maridesulfovibrio salexigens"
"Methanosarcinales","Methanotrichaceae"
"Mycobacterium tuberculosis","Mycobacterium tuberculosis PR10"
"Burkholderia cenocepacia","Burkholderia cenocepacia VC12802"
"Parachlamydiales","Parachlamydiaceae"
"Clostridium botulinum","Clostridium botulinum AM1195"
"Klebsiella pneumoniae","Klebsiella pneumoniae NKU_KlebA1"
"Staphylococcus aureus","Staphylococcus aureus SA1428"
"Klebsiella pneumoniae","Klebsiella pneumoniae subsp. pneumoniae KUH-KPNHVF1"
"Klebsiella pneumoniae","Klebsiella pneumoniae WCHKP095845"
"Neochlamydia","Neochlamydia sp. S13"
"Bacteria","Candidatus Saccharibacteria"
"Edwardsiella ictaluri","Edwardsiella ictaluri RUSVM-1"
"Calothrix","Calothrix parietina"
"Piscirickettsia salmonis","Piscirickettsia salmonis Psal-108"
"Lactiplantibacillus plantarum","Lactiplantibacillus plantarum WLPL04"
"Neisseria gonorrhoeae","Neisseria gonorrhoeae SW0011"
"Serratia liquefaciens","Serratia liquefaciens HUMV-21"
"Diaphorobacter","Diaphorobacter sp. JS3050"
"Brevibacillus brevis","Brevibacillus brevis NCTC2611"
"Burkholderiales","Leptothrix"
"Ralstonia solanacearum","Ralstonia solanacearum T110"
"Neisseria","Neisseria meningitidis"
"Thiomicrospira","Thiomicrospira sp. S5"
"Escherichia coli","Escherichia coli SCU-125"
"Klebsiella grimontii","Klebsiella grimontii RHBSTW-00866"
"Histophilus somni","Histophilus somni UOC_EPH_KLM_ASF_07"
"Mucilaginibacter","Mucilaginibacter rubeus"
"Riemerella anatipestifer","Riemerella anatipestifer RA-CH-2"
"Lysinibacillus","Lysinibacillus pakistanensis"
"Planococcaceae","Rummeliibacillus"
"Acinetobacter wuhouensis","Acinetobacter wuhouensis WCHA60"
"[Clostridium] innocuum","[Clostridium] innocuum ATCC 14501"
"Streptococcus agalactiae","Streptococcus agalactiae SA209"
"Haloterrigena","Haloterrigena salifodinae"
"Caulobacter vibrioides","Caulobacter vibrioides NA1000"
"Nocardioides","Nocardioides sp. JS614"
"Sphingobacteriaceae","Pedobacter"
"Magnetococcaceae","Magnetococcus"
"Corynebacterium pseudotuberculosis","Corynebacterium pseudotuberculosis Cap5W"
"Streptomyces fulvissimus","Streptomyces fulvissimus DF"
"Denitrovibrio","Denitrovibrio acetiphilus"
"Serratia marcescens","Serratia marcescens C110"
"Klebsiella pneumoniae","Klebsiella pneumoniae SCH6109"
"Pediococcus acidilactici","Pediococcus acidilactici CACC 537"
"Lysobacter","Lysobacter caseinilyticus"
"Legionella pneumophila","Legionella pneumophila NCTC11193"
"Corynebacterium pseudotuberculosis","Corynebacterium pseudotuberculosis 87MAT"
"Oscillospiraceae","[Clostridium] cellulosi"
"Tsukamurella paurometabola","Tsukamurella paurometabola DSM 20162"
"Spirochaetales","Borreliaceae"
"Streptococcus constellatus","Streptococcus constellatus subsp. pharyngis C232"
"Hydrogenophaga","Hydrogenophaga sp. PAMC20947"
"Lapidilactobacillus dextrinicus","Lapidilactobacillus dextrinicus LH506"
"Proteus mirabilis","Proteus mirabilis 1035"
"Photorhabdus laumondii","Photorhabdus laumondii subsp. laumondii DJC"
"Klebsiella pneumoniae","Klebsiella pneumoniae BA1559"
"Pseudomonas putida","Pseudomonas putida F1"
"Actinobacillus suis","Actinobacillus suis H91-0380"
"Acinetobacter nosocomialis","Acinetobacter nosocomialis 2010N17-248"
"Delftia acidovorans","Delftia acidovorans FDAARGOS_997"
"Staphylococcus argenteus","Staphylococcus argenteus MSHR1132"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Pullorum"
"Caldimicrobium thiodismutans","Caldimicrobium thiodismutans TF1"
"Methanolacinia petrolearia","Methanolacinia petrolearia DSM 11571"
"Kozakia baliensis","Kozakia baliensis DSM 14400"
"Beggiatoa leptomitoformis","Beggiatoa leptomitoformis D-401"
"Escherichia coli","Escherichia coli AR_451"
"Acinetobacter baumannii","Acinetobacter baumannii AB031"
"Herbiconiux","Herbiconiux sp. SALV-R1"
"Bacillus bombysepticus","Bacillus bombysepticus wang"
"Hyphomicrobiaceae","Rhodoplanes"
"Nocardia arthritidis","Nocardia arthritidis AUSMDU00012717"
"Escherichia coli","Escherichia coli NCTC10537"
"Methanothermococcus okinawensis","Methanothermococcus okinawensis IH1"
"Streptococcus porcinus","Streptococcus porcinus NCTC5385"
"Pasteurellaceae","Avibacterium"
"Hymenobacteraceae","Nibribacter"
"Thiobacillus","Thiobacillus denitrificans"
"Dermacoccus","Dermacoccus abyssi"
"Leptotrichia","Leptotrichia sp. oral taxon 847"
"Cloacibacillus","Cloacibacillus porcorum"
"Caulobacteraceae","Caulobacter"
"Salinispora","Salinispora tropica"
"Staphylococcus xylosus","Staphylococcus xylosus S170"
"Klebsiella aerogenes","Klebsiella aerogenes RHBSTW-00898"
"Candidatus Liberibacter asiaticus","Candidatus Liberibacter asiaticus A4"
"Roseivivax","Roseivivax sp. THAF30"
"Staphylococcus aureus","Staphylococcus aureus 29b_MRSA"
"Salmonella enterica","Salmonella enterica subsp. houtenae NCTC7318"
"Helicobacter pylori","Helicobacter pylori HPAG1"
"Pectobacterium carotovorum","Pectobacterium carotovorum subsp. carotovorum PCC21"
"Achromobacter xylosoxidans","Achromobacter xylosoxidans NCTC10808"
"Halomicronema","Halomicronema hongdechloris"
"Kytococcus sedentarius","Kytococcus sedentarius FDAARGOS_1200"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum P15/8B-11"
"Bradyrhizobium diazoefficiens","Bradyrhizobium diazoefficiens USDA 122"
"Haemophilus influenzae","Haemophilus influenzae 67P56H1"
"Haemophilus","Haemophilus sp. oral taxon 036"
"Mycolicibacterium","Mycolicibacterium mucogenicum"
"Weissella cryptocerci","Weissella cryptocerci 26KH-42"
"Haemophilus influenzae","Haemophilus influenzae P650-8603"
"Nocardiopsis dassonvillei","Nocardiopsis dassonvillei HZNU_N_1"
"Escherichia coli","Escherichia coli STEC316"
"Gemmatimonas phototrophica","Gemmatimonas phototrophica AP64"
"Aeromonas media","Aeromonas media R1-18"
"Enterococcus faecium","Enterococcus faecium WGS1811-4-7"
"Spiroplasma","Spiroplasma alleghenense"
"Mycobacterium","Mycobacterium gallinarum"
"Corynebacterium pseudotuberculosis","Corynebacterium pseudotuberculosis 267"
"Escherichia coli","Escherichia coli Ec40743"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120929"
"Streptococcus agalactiae","Streptococcus agalactiae TFJ0901"
"Amycolatopsis","Amycolatopsis methanolica"
"Streptomyces","Streptomyces sp. NEAU-S7GS2"
"Neisseria meningitidis","Neisseria meningitidis 331401"
"Escherichia coli","Escherichia coli KL53"
"Bifidobacterium pseudocatenulatum","Bifidobacterium pseudocatenulatum N2"
"Blastochloris viridis","Blastochloris viridis ATCC 19567"
"Lactobacillaceae","Liquorilactobacillus"
"Lactobacillales","Carnobacteriaceae"
"Escherichia coli","Escherichia coli 139"
"Phaeobacter gallaeciensis","Phaeobacter gallaeciensis P63"
"Mycoplasma feriruminatoris","Mycoplasma feriruminatoris G5813/1+2"
"Pseudomonas stutzeri","Pseudomonas stutzeri 19SMN4"
"Pseudomonas psychrophila","Pseudomonas psychrophila BS3667"
"Rhizobium phaseoli","Rhizobium phaseoli N261"
"Staphylococcus","Staphylococcus pasteuri"
"Bordetella pertussis","Bordetella pertussis B3640"
"Streptococcus viridans","Streptococcus viridans NCTC3166"
"Euzebyella","Euzebyella marina"
"Mycobacteroides abscessus","Mycobacteroides abscessus subsp. abscessus GD100A"
"Campylobacter jejuni","Campylobacter jejuni CJ677CC092"
"Pedobacter","Pedobacter sp. SW-16"
"Pseudoalteromonas","Pseudoalteromonas rubra"
"Legionella pneumophila","Legionella pneumophila ST37"
"Thermococcus","Thermococcus barophilus"
"Methanococci","Methanococcales"
"Streptococcus","Streptococcus acidominimus"
"Archaeoglobaceae","Geoglobus"
"Pseudomonas","Pseudomonas sp. Z003-0.4C(8344-21)"
"Staphylococcus pettenkoferi","Staphylococcus pettenkoferi FDAARGOS_288"
"Klebsiella pneumoniae","Klebsiella pneumoniae KPN1482"
"Stenotrophomonas maltophilia","Stenotrophomonas maltophilia NCTC13014"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Heidelberg SA02DT10168701"
"Citrobacter freundii","Citrobacter freundii CF49969"
"Collimonas arenae","Collimonas arenae Cal35"
"Brucella suis","Brucella suis VBI22"
"Azoarcus","Azoarcus sp. M9-3-2"
"Betaproteobacteria","Burkholderiales"
"Streptococcus pyogenes","Streptococcus pyogenes NCTC13739"
"Campylobacter jejuni","Campylobacter jejuni subsp. jejuni ATCC 33560"
"Megamonas","Megamonas hypermegale"
"Nocardioides seonyuensis","Nocardioides seonyuensis MMS17-SY207-3"
"Thermanaeromonas toyohensis","Thermanaeromonas toyohensis ToBE"
"Lactiplantibacillus plantarum","Lactiplantibacillus plantarum CNEI-KCA4"
"Helicobacter heilmannii","Helicobacter heilmannii ASB1.4"
"Xenorhabdus","Xenorhabdus budapestensis"
"Streptococcus suis","Streptococcus suis 0061"
"Bacillus subtilis","Bacillus subtilis SRCM102754"
"Streptococcus suis","Streptococcus suis 90-1330"
"Chlamydia trachomatis","Chlamydia trachomatis SQ10"
"Streptococcus pneumoniae","Streptococcus pneumoniae SPN994039 SNP994039"
"Prevotella intermedia","Prevotella intermedia 17"
"Staphylococcus aureus","Staphylococcus aureus 121560027-1"
"Amphibacillus xylanus","Amphibacillus xylanus NBRC 15112"
"Prosthecochloris aestuarii","Prosthecochloris aestuarii DSM 271"
"Leuconostoc lactis","Leuconostoc lactis CBA3625"
"Candidatus Arthromitus","Candidatus Arthromitus sp. SFB-mouse-NL"
"Thermobacillus","Thermobacillus composti"
"Lacrimispora saccharolytica","[Clostridium] cf. saccharolyticum K10"
"Gilliamella apicola","Gilliamella apicola wkB1"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa LESB65"
"Burkholderia cepacia","Burkholderia cepacia JBK9"
"Acinetobacter baumannii","Acinetobacter baumannii EH"
"Latilactobacillus curvatus","Latilactobacillus curvatus IRG2"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa GIMC5002:PAT-169"
"Bordetella pertussis","Bordetella pertussis VA-UT25Sm1"
"Alkalihalobacillus clausii","Bacillus clausii KSM-K16"
"Bifidobacterium longum","Bifidobacterium longum subsp. longum KCTC 3421"
"Citrobacter werkmanii","Citrobacter werkmanii FDAARGOS_616"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121990"
"Bacteroidales","Bacteroidales bacterium CF"
"Acinetobacter baumannii","Acinetobacter baumannii Ab4568"
"Selenomonas","Selenomonas sp. Marseille-Q3039"
"Treponema pallidum","Treponema pallidum subsp. pallidum UZ1974"
"Streptococcus pyogenes","Streptococcus pyogenes MGAS5005"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum TG57"
"Microbacterium","Microbacterium sp. PM5"
"Klebsiella pneumoniae","Klebsiella pneumoniae subsp. pneumoniae RJA166"
"Litoricola","Litoricola lipolytica"
"Escherichia coli","Escherichia coli 2EC1"
"Bacteroides","Bacteroides cellulosilyticus"
"Enterobacter hormaechei","Enterobacter hormaechei PG20180049"
"Brevundimonas","Brevundimonas sp. M20"
"Halomonas","Halomonas sp. MCCC 1A13718"
"Pseudomonas protegens","Pseudomonas protegens pf5"
"Erysipelothrix rhusiopathiae","Erysipelothrix rhusiopathiae G4T10"
"Haloterrigena","Haloterrigena sp. KZCA68"
"Serratia marcescens","Serratia marcescens KS10"
"Ligilactobacillus","Ligilactobacillus ruminis"
"Pyrodictium delaneyi","Pyrodictium delaneyi Su06"
"Neorickettsia helminthoeca","Neorickettsia helminthoeca str. Oregon"
"Acinetobacter baumannii","Acinetobacter baumannii KAB06"
"Mycobacteroides abscessus","Mycobacteroides abscessus FLAC031"
"Sphingomonas melonis","Sphingomonas melonis TY"
"Ralstonia","blood disease bacterium A2-HR MARDI"
"Agrobacterium larrymoorei","Agrobacterium larrymoorei CFBP5473"
"Mycoplasma pneumoniae","Mycoplasma pneumoniae 10-1385"
"Klebsiella pneumoniae","Klebsiella pneumoniae E16KP0301"
"Lactobacillus","Lactobacillus sp. wkB8"
"Burkholderia stabilis","Burkholderia stabilis FERMP-21014"
"Ralstonia solanacearum","Ralstonia solanacearum FJAT15249.F1"
"Candidatus Saccharibacteria bacterium oral taxon 488","Candidatus Saccharibacteria bacterium oral taxon 488 CM010"
"Francisella tularensis","Francisella tularensis subsp. tularensis FSC198"
"Porphyrobacter","Porphyrobacter sp. YT40"
"Frateuria","Frateuria aurantia"
"Brevundimonas","Brevundimonas sp. AJA228-03"
"Peptoniphilus","Peptoniphilus ivorii"
"Bordetella holmesii","Bordetella holmesii H319"
"Vibrio","Vibrio sp. 2521-89"
"Enterococcus faecium","Enterococcus faecium A4694"
"Lactococcus cremoris","Lactococcus cremoris 158"
"Escherichia coli","Escherichia coli O157:H7 F7349"
"Staphylococcus aureus","Staphylococcus aureus Guangzhou-SAU749"
"Yersinia","Yersinia enterocolitica"
"Mycobacterium","Mycobacterium florentinum"
"Oryzomicrobium terrae","Oryzomicrobium terrae TPP412"
"Klebsiella pneumoniae","Klebsiella pneumoniae KP20194d"
"Moraxella osloensis","Moraxella osloensis CCUG 350"
"Streptococcus suis","Streptococcus suis SC070731"
"Sphingomonas","Sphingomonas hengshuiensis"
"Pseudomonas putida","Pseudomonas putida R51"
"Pseudomonas chlororaphis","Pseudomonas chlororaphis subsp. piscium PCL1607"
"Rickettsia slovaca","Rickettsia slovaca str. D-CWPP"
"Campylobacter jejuni","Campylobacter jejuni CJ677CC541"
"Listeria monocytogenes","Listeria monocytogenes FSL R2-561"
"Methanomassiliicoccales","Methanomassiliicoccaceae"
"Corynebacterium diphtheriae","Corynebacterium diphtheriae BQ11"
"Bacillus","Bacillus sp. TK-2"
"Clostridioides difficile","Clostridioides difficile Z31"
"Leuconostoc suionicum","Leuconostoc suionicum DSM 20241"
"Micrococcales","Cellulomonadaceae"
"Candidatus Kinetoplastibacterium oncopeltii","Candidatus Kinetoplastibacterium oncopeltii TCC290E"
"Lacticaseibacillus paracasei","Lacticaseibacillus paracasei IJH-SONE68"
"Alteromonas mediterranea","Alteromonas mediterranea UM4b"
"Alphaproteobacteria","Candidatus Puniceispirillum"
"Mycoplasma capricolum","Mycoplasma capricolum subsp. capripneumoniae 2/90"
"Salmonella enterica","Salmonella enterica FDAARGOS_765"
"Lactiplantibacillus plantarum","Lactiplantibacillus plantarum 13_3"
"Klebsiella oxytoca","Klebsiella oxytoca AR_0147"
"Streptococcus pantholopis","Streptococcus pantholopis TA 26"
"Cronobacter sakazakii","Cronobacter sakazakii CMCC 45402"
"Acinetobacter baumannii","Acinetobacter baumannii A118"
"Vibrio cholerae","Vibrio cholerae MO10"
"Brucella suis","Brucella suis bv. 3 CVI_71"
"Pseudomonas aeruginosa","Pseudomonas aeruginosa FA-HZ1"
"Halomonas","Halomonas sp. THAF12"
"Massilia armeniaca","Massilia armeniaca ZMN-3"
"Escherichia coli","Escherichia coli A1_136"
"Citrobacter koseri","Citrobacter koseri MPUCK001"
"Conexibacter woesei","Conexibacter woesei DSM 14684"
"Methylacidiphilum","Methylacidiphilum sp. IT6"
"Coxiella burnetii","Coxiella burnetii 3262"
"Octadecabacter arcticus","Octadecabacter arcticus 238"
"Cylindrospermum stagnale","Cylindrospermum stagnale PCC 7417"
"Bordetella pertussis","Bordetella pertussis H564"
"Rickettsia rickettsii","Rickettsia rickettsii str. Hauke"
"Halobacteroides halobius","Halobacteroides halobius DSM 5150"
"Mycoplasma bovis","Mycoplasma bovis HB0801-P150"
"Vibrio cholerae","Vibrio cholerae O1 biovar El Tor E7946"
"Nostoc edaphicum","Nostoc edaphicum CCNP1411"
"Propionibacteriales","Actinopolymorphaceae"
"Caproiciproducens","Caproiciproducens sp. 7D4C2"
"Priestia megaterium","Priestia megaterium YC4-R4"
"Streptomyces tendae","Streptomyces tendae 139"
"Pseudoalteromonas","Pseudoalteromonas sp. Bsw20308"
"Ectothiorhodospiraceae","Alkalilimnicola"
"Enterobacteriaceae","Pluralibacter"
"Akkermansia muciniphila","Akkermansia muciniphila EB-AMDK-29"
"Achromobacter xylosoxidans","Achromobacter xylosoxidans GD03"
"Sphingobacterium","Sphingobacterium sp. PM2-P1-29"
"Haematospirillum","Haematospirillum jordaniae"
"Salmonella enterica","Salmonella enterica subsp. enterica serovar Newport str. CVM N1543"
"Staphylococcus aureus","Staphylococcus aureus D592-HR"
"Kingella","Kingella oralis"
"Aurantiacibacter","Aurantiacibacter atlanticus"
"Hyphomicrobiales","Hartmannibacter"
"Corynebacterium pseudotuberculosis","Corynebacterium pseudotuberculosis VD57"
"Mycobacterium","Mycobacterium kubicae"
"Pseudomonas syringae group genomosp. 3","Pseudomonas syringae pv. maculicola str. ES4326"
"Xylella","Xylella fastidiosa"
"Geobacillus stearothermophilus","Geobacillus stearothermophilus 10"
"Corynebacteriales","Tomitella"
"Gilvibacter","Gilvibacter sp. SZ-19"
"Actinomycetia","Actinobacteria bacterium YIM 96077"
"Candidatus Saccharibacteria bacterium oral taxon 488","Candidatus Saccharibacteria bacterium oral taxon 488 CM009"
"Enterococcus faecium","Enterococcus faecium 6E6"
"Halioglobus","Halioglobus maricola"
